page,pagesource,title,speaker,dateposted,duration,link
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,Why I love a country that once betrayed me,George Takei,"Inspiring, Courageous",15:58,https://www.ted.com/talks/george_takei_why_i_love_a_country_that_once_betrayed_me
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,The 1s and 0s behind cyber warfare,Chris Domas,"Informative, Fascinating",16:45,https://www.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,The DIY orchestra of the future,Ge Wang,"Inspiring, Fascinating",17:36,https://www.ted.com/talks/ge_wang_the_diy_orchestra_of_the_future
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,What’s wrong with your pa$$w0rd?,Lorrie Faith Cranor,"Informative, Persuasive",17:41,https://www.ted.com/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,"What makes a word ""real""?",Anne Curzan,"Informative, Fascinating",17:13,https://www.ted.com/talks/anne_curzan_what_makes_a_word_real
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,"I'm not your inspiration, thank you very much",Stella Young,"Funny, Informative", 9:16,https://www.ted.com/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,"Save the oceans, feed the world!",Jackie Savitz,"Informative, Persuasive",11:10,https://www.ted.com/talks/jackie_savitz_save_the_oceans_feed_the_world
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,The smelly mystery of the human pheromone,Tristram Wyatt,"Informative, Fascinating",14:53,https://www.ted.com/talks/tristram_wyatt_the_smelly_mystery_of_the_human_pheromone
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,"How to rob a bank (from the inside, that is)",William Black,"Informative, Persuasive",18:48,https://www.ted.com/talks/william_black_how_to_rob_a_bank_from_the_inside_that_is
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,A shark-deterrent wetsuit (and it's not what you think),Hamish Jolly,"Informative, Ingenious",12:32,https://www.ted.com/talks/hamish_jolly_a_shark_deterrent_wetsuit_and_it_s_not_what_you_think
9,https://www.ted.com/talks?event=tedx&page=9&sort=newest,How I help transgender teens become who they want to be,Norman Spack,"Informative, Inspiring",16:53,https://www.ted.com/talks/norman_spack_how_i_help_transgender_teens_become_who_they_want_to_be
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Your social media ""likes"" expose more than you think",Jennifer Golbeck,"Informative, Fascinating", 9:55,https://www.ted.com/talks/jennifer_golbeck_the_curly_fry_conundrum_why_social_media_likes_say_more_than_you_might_think
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,We're all hiding something. Let's find the courage to open up,Ash Beckham,"Inspiring, Courageous", 9:22,https://www.ted.com/talks/ash_beckham_we_re_all_hiding_something_let_s_find_the_courage_to_open_up
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Love — you're doing it wrong,Yann Dall'Aglio,"Inspiring, Funny",10:42,https://www.ted.com/talks/yann_dall_aglio_love_you_re_doing_it_wrong
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Does the media have a ""duty of care""?",David Puttnam,"Persuasive, Informative",10:41,https://www.ted.com/talks/david_puttnam_what_happens_when_the_media_s_priority_is_profit
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,A new equation for intelligence,Alex Wissner-Gross,"Fascinating, Informative",11:48,https://www.ted.com/talks/alex_wissner_gross_a_new_equation_for_intelligence
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Puppies! Now that I’ve got your attention, complexity theory",Nicolas Perony,"Informative, Fascinating",13:45,https://www.ted.com/talks/nicolas_perony_puppies_now_that_i_ve_got_your_attention_complexity_theory
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Robots with ""soul""",Guy Hoffman,"Fascinating, Ingenious",17:38,https://www.ted.com/talks/guy_hoffman_robots_with_soul
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"How I learned to stop worrying and love ""useless"" art",Luke Syson,"Funny, Inspiring",13:11,https://www.ted.com/talks/luke_syson_how_i_learned_to_stop_worrying_and_love_useless_art
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,How to build an information time machine,Frederic Kaplan,"Informative, Fascinating",10:20,https://www.ted.com/talks/frederic_kaplan_how_i_built_an_information_time_machine
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Don't kill your language,Suzanne Talhouk,"Inspiring, Beautiful",14:12,https://www.ted.com/talks/suzanne_talhouk_don_t_kill_your_language
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Does money make you mean?,Paul Piff,"Informative, Inspiring",16:35,https://www.ted.com/talks/paul_piff_does_money_make_you_mean
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Depression, the secret we share",Andrew Solomon,"Inspiring, Courageous",29:21,https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,The 4 stories we tell ourselves about death,Stephen Cave,"Inspiring, Fascinating",15:33,https://www.ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Body parts on a chip,Geraldine Hamilton,"Fascinating, Ingenious",13:23,https://www.ted.com/talks/geraldine_hamilton_body_parts_on_a_chip
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Meet the robots for humanity,Henry Evans and Chad Jenkins,"Inspiring, Fascinating",10:21,https://www.ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,How the NSA betrayed the world's trust — time to act,Mikko Hypponen,"Informative, Persuasive",19:18,https://www.ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,A simple solution to the coming phosphorus crisis,Mohamed Hijri,"Informative, Persuasive",13:41,https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Why our universe might exist on a knife-edge,Gian Giudice,"Fascinating, Informative",14:10,https://www.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Confessions of a depressed comic,Kevin Breel,"Courageous, Inspiring",11:00,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,What we don't understand about trust,Onora O'Neill,"Persuasive, Informative", 9:50,https://www.ted.com/talks/onora_o_neill_what_we_don_t_understand_about_trust
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,How technology allowed me to read,Ron McCallum,"Inspiring, Beautiful",15:44,https://www.ted.com/talks/ron_mccallum_how_technology_allowed_me_to_read
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,"Fascinating, Informative",15:25,https://www.ted.com/talks/steve_ramirez_and_xu_liu_a_mouse_a_laser_beam_a_manipulated_memory
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Emergency shelters made from paper,Shigeru Ban,"Inspiring, Ingenious",11:42,https://www.ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,The dangers of willful blindness,Margaret Heffernan,"Inspiring, Courageous",14:38,https://www.ted.com/talks/margaret_heffernan_the_dangers_of_willful_blindness
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,In the key of genius,Derek Paravicini and Adam Ockelford,"Inspiring, Beautiful",19:38,https://www.ted.com/talks/derek_paravicini_and_adam_ockelford_in_the_key_of_genius
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,For argument's sake,Daniel H. Cohen,"Informative, Persuasive", 9:35,https://www.ted.com/talks/daniel_h_cohen_for_argument_s_sake
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Better baby care — thanks to Formula 1,Peter van Manen,"Inspiring, Informative", 7:56,https://www.ted.com/talks/peter_van_manen_how_can_formula_1_racing_help_babies
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Our shared condition — consciousness,John Searle,"Informative, Fascinating",14:59,https://www.ted.com/talks/john_searle_our_shared_condition_consciousness
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,The orchestra in my mouth,Tom Thum,"Fascinating, Funny",11:41,https://www.ted.com/talks/tom_thum_the_orchestra_in_my_mouth
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,The big-data revolution in health care,Joel Selanikio,"Informative, Inspiring",16:18,https://www.ted.com/talks/joel_selanikio_the_surprising_seeds_of_a_big_data_revolution_in_healthcare
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Michael Archer,"Fascinating, Informative",17:36,https://www.ted.com/talks/michael_archer_how_we_ll_resurrect_the_gastric_brooding_frog_the_tasmanian_tiger
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,How to reduce poverty? Fix homes,Paul Pholeros,"Inspiring, Ingenious",17:39,https://www.ted.com/talks/paul_pholeros_how_to_reduce_poverty_fix_homes
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Bring back the woolly mammoth!,Hendrik Poinar,"Informative, Fascinating",10:22,https://www.ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,Violence against women — it's a men's issue,Jackson Katz,"Inspiring, Courageous",17:40,https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,The economic case for preschool,Timothy Bartik,"Informative, Persuasive",15:45,https://www.ted.com/talks/timothy_bartik_the_economic_case_for_preschool
10,https://www.ted.com/talks?event=tedx&page=10&sort=newest,"Parkinson's, depression and the switch that might turn them off",Andres Lozano,"Fascinating, Informative",15:34,https://www.ted.com/talks/andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Toward a new understanding of mental illness,Thomas Insel,"Informative, Fascinating",13:03,https://www.ted.com/talks/thomas_insel_toward_a_new_understanding_of_mental_illness
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,What makes us feel good about our work?,Dan Ariely,"Informative, Inspiring",20:26,https://www.ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,"Funny, Informative",17:52,https://www.ted.com/talks/ken_jennings_watson_jeopardy_and_me_the_obsolete_know_it_all
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"When you're making a deal, what's going on in your brain?",Colin Camerer,"Informative, Fascinating",13:49,https://www.ted.com/talks/colin_camerer_neuroscience_game_theory_monkeys
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Your brain is more than a bag of chemicals,David Anderson,"Informative, Fascinating",15:25,https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,A girl who demanded school,Kakenya Ntaiya,"Inspiring, Courageous",15:16,https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"Dance, tiny robots!",Bruno Maisonnier,"Fascinating, Beautiful", 3:09,https://www.ted.com/talks/bruno_maisonnier_dance_tiny_robots
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,How a fly flies,Michael Dickinson,"Fascinating, Informative",15:55,https://www.ted.com/talks/michael_dickinson_how_a_fly_flies
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Three myths about corruption,Afra Raymond,"Courageous, Informative",18:09,https://www.ted.com/talks/afra_raymond_three_myths_about_corruption
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"Be an artist, right now!",Young-ha Kim,"Inspiring, Persuasive",16:57,https://www.ted.com/talks/young_ha_kim_be_an_artist_right_now
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Who controls the world?,James B. Glattfelder,"Informative, Fascinating",14:10,https://www.ted.com/talks/james_b_glattfelder_who_controls_the_world
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"A ""self-healing"" asphalt",Erik Schlangen,"Ingenious, Informative", 6:50,https://www.ted.com/talks/erik_schlangen_a_self_healing_asphalt
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Take back your city with paint,Edi Rama,"Inspiring, Courageous",15:42,https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Hey science teachers — make it fun,Tyler DeWitt,"Inspiring, Persuasive",11:20,https://www.ted.com/talks/tyler_dewitt_hey_science_teachers_make_it_fun
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,A country with no water,Fahad Al-Attiya,"Informative, Inspiring", 8:46,https://www.ted.com/talks/fahad_al_attiya_a_country_with_no_water
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Let's teach kids to code,Mitch Resnick,"Inspiring, Informative",16:48,https://www.ted.com/talks/mitch_resnick_let_s_teach_kids_to_code
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Why domestic violence victims don't leave,Leslie Morgan Steiner,"Courageous, Inspiring",15:59,https://www.ted.com/talks/leslie_morgan_steiner_why_domestic_violence_victims_don_t_leave
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,A universal translator for surgeons,Steven Schwaitzberg,"Informative, Ingenious",11:41,https://www.ted.com/talks/steven_schwaitzberg_a_universal_translator_for_surgeons
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Kids need structure,Colin Powell,"Inspiring, Persuasive",17:46,https://www.ted.com/talks/colin_powell_kids_need_structure
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,How movies teach manhood,Colin Stokes,"Inspiring, Persuasive",12:53,https://www.ted.com/talks/colin_stokes_how_movies_teach_manhood
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Could the sun be good for your heart?,Richard Weller,"Informative, Fascinating",12:59,https://www.ted.com/talks/richard_weller_could_the_sun_be_good_for_your_heart
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"Looks aren't everything. Believe me, I'm a model.",Cameron Russell,"Courageous, Inspiring", 9:37,https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Ethical riddles in HIV research,Boghuma Kabisen Titanji,"Informative, Persuasive",11:10,https://www.ted.com/talks/boghuma_kabisen_titanji_ethical_riddles_in_hiv_research
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,How a boy became an artist,Jarrett J. Krosoczka,"Inspiring, Beautiful",18:40,https://www.ted.com/talks/jarrett_j_krosoczka_how_a_boy_became_an_artist
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Israel and Iran: A love story?,Ronny Edry,"Inspiring, Beautiful",14:57,https://www.ted.com/talks/israel_and_iran_a_love_story
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,The dance of the dung beetle,Marcus Byrne,"Fascinating, Informative",17:08,https://www.ted.com/talks/marcus_byrne_the_dance_of_the_dung_beetle
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Maz Jobrani,"Funny, Inspiring", 7:11,https://www.ted.com/talks/maz_jobrani_a_saudi_an_indian_and_an_iranian_walk_into_a_qatari_bar
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,"Pool medical patents, save lives",Ellen 't Hoen,"Informative, Persuasive",11:16,https://www.ted.com/talks/ellen_t_hoen_pool_medical_patents_save_lives
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Why global jihad is losing,Bobby Ghosh,"Informative, Persuasive",16:31,https://www.ted.com/talks/bobby_ghosh_why_global_jihad_is_losing
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,A broken body isn't a broken person,Janine Shepherd,"Inspiring, Courageous",18:57,https://www.ted.com/talks/janine_shepherd_a_broken_body_isn_t_a_broken_person
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,How to solve traffic jams,Jonas Eliasson,"Informative, Persuasive", 8:27,https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Want to help someone? Shut up and listen!,Ernesto Sirolli,"Inspiring, Persuasive",17:09,https://www.ted.com/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Nature. Beauty. Gratitude.,Louie Schwartzberg,"Beautiful, Inspiring", 9:47,https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,The cheap all-terrain wheelchair,Amos Winter,"Ingenious, Inspiring",11:14,https://www.ted.com/talks/amos_winter_the_cheap_all_terrain_wheelchair
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,Your brain on video games,Daphne Bavelier,"Informative, Fascinating",17:57,https://www.ted.com/talks/daphne_bavelier_your_brain_on_video_games
11,https://www.ted.com/talks?event=tedx&page=11&sort=newest,The future of lying,Jeff Hancock,"Informative, Fascinating",18:31,https://www.ted.com/talks/jeff_hancock_3_types_of_digital_lies
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,The beautiful nano details of our world,Gary Greenberg,"Beautiful, Fascinating",12:06,https://www.ted.com/talks/gary_greenberg_the_beautiful_nano_details_of_our_world
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,A new mission for veterans — disaster relief,Jake Wood,"Inspiring, Persuasive", 4:59,https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Want to be happier? Stay in the moment,Matt Killingsworth,"Informative, Inspiring",10:16,https://www.ted.com/talks/matt_killingsworth_want_to_be_happier_stay_in_the_moment
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,"Healthier men, one moustache at a time",Adam Garone,"Inspiring, Funny",16:41,https://www.ted.com/talks/adam_garone_healthier_men_one_moustache_at_a_time
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,The secret of the bat genome,Emma Teeling,"Informative, Fascinating",16:25,https://www.ted.com/talks/emma_teeling_the_secret_of_the_bat_genome
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Why democracy matters,Rory Stewart,"Persuasive, Inspiring",13:41,https://www.ted.com/talks/rory_stewart_how_to_rebuild_democracy
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Metal that breathes,Doris Kim Sung,"Ingenious, Fascinating", 8:59,https://www.ted.com/talks/doris_kim_sung_metal_that_breathes
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,A child of the state,Lemn Sissay,"Courageous, Inspiring",15:17,https://www.ted.com/talks/lemn_sissay_a_child_of_the_state
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,The strange politics of disgust,David Pizarro,"Informative, Fascinating",14:02,https://www.ted.com/talks/david_pizarro_the_strange_politics_of_disgust
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Making sense of maps,Aris Venetikidis,"Informative, Ingenious",16:36,https://www.ted.com/talks/aris_venetikidis_making_sense_of_maps
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Are droids taking our jobs?,Andrew McAfee,"Informative, Persuasive",14:07,https://www.ted.com/talks/andrew_mcafee_are_droids_taking_our_jobs
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Demand a fair trade cell phone,Bandi Mbubi,"Informative, Persuasive", 9:21,https://www.ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Why eyewitnesses get it wrong,Scott Fraser,"Informative, Persuasive",20:50,https://www.ted.com/talks/scott_fraser_the_problem_with_eyewitness_testimony
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Brilliant designs to fit more people in every city,Kent Larson,"Ingenious, Inspiring",16:41,https://www.ted.com/talks/kent_larson_brilliant_designs_to_fit_more_people_in_every_city
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,"Design for people, not awards",Timothy Prestero,"Inspiring, Informative",11:05,https://www.ted.com/talks/timothy_prestero_design_for_people_not_awards
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,How to step up in the face of disaster,Caitria + Morgan O'Neill,"Inspiring, Informative", 9:23,https://www.ted.com/talks/caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,What's a snollygoster? A short lesson in political speak,Mark Forsyth,"Informative, Fascinating", 7:04,https://www.ted.com/talks/mark_forsyth_what_s_a_snollygoster_a_short_lesson_in_political_speak
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Photos that bear witness to modern slavery,Lisa Kristine,"Courageous, Inspiring",19:21,https://www.ted.com/talks/lisa_kristine_glimpses_of_modern_day_slavery
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Fighting with nonviolence,Scilla Elworthy,"Inspiring, Persuasive",15:47,https://www.ted.com/talks/scilla_elworthy_fighting_with_non_violence
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Is life really that complex?,Hannah Fry,"Informative, Fascinating",10:02,https://www.ted.com/talks/hannah_fry_is_life_really_that_complex
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,The mad scientist of music,Mark Applebaum,"Funny, Inspiring",16:50,https://www.ted.com/talks/mark_applebaum_the_mad_scientist_of_music
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,A teacher growing green in the South Bronx,Stephen Ritz,"Inspiring, Funny",13:59,https://www.ted.com/talks/stephen_ritz_a_teacher_growing_green_in_the_south_bronx
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,When a reporter becomes the story,Giles Duley,"Inspiring, Courageous",11:51,https://www.ted.com/talks/giles_duley_when_a_reporter_becomes_the_story
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Every city needs healthy honey bees,Noah Wilson-Rich,"Informative, Inspiring",12:43,https://www.ted.com/talks/noah_wilson_rich_every_city_needs_healthy_honey_bees
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Technology crafts for the digitally underserved,Vinay Venkatraman,"Ingenious, Inspiring",14:08,https://www.ted.com/talks/vinay_venkatraman_technology_crafts_for_the_digitally_underserved
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,The greatest machine that never was,John Graham-Cumming,"Informative, Fascinating",12:14,https://www.ted.com/talks/john_graham_cumming_the_greatest_machine_that_never_was
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Sometimes it's good to give up the driver's seat,Baba Shiv,"Informative, Persuasive", 9:47,https://www.ted.com/talks/baba_shiv_sometimes_it_s_good_to_give_up_the_driver_s_seat
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,How to fool a GPS,Todd Humphreys,"Informative, Fascinating",15:45,https://www.ted.com/talks/todd_humphreys_how_to_fool_a_gps
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,"The future race car — 150mph, and no driver",Chris Gerdes,"Fascinating, Informative",10:47,https://www.ted.com/talks/chris_gerdes_the_future_race_car_150mph_and_no_driver
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,A novel idea for cleaning up oil spills,Cesar Harada,"Ingenious, Inspiring",14:30,https://www.ted.com/talks/cesar_harada_a_novel_idea_for_cleaning_up_oil_spills
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,What's your 200-year plan?,Raghava KK,"Inspiring, Beautiful",10:58,https://www.ted.com/talks/raghava_kk_what_s_your_200_year_plan
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Reinventing the encyclopedia game,Rives,"Funny, Fascinating",10:46,https://www.ted.com/talks/rives_reinventing_the_encyclopedia_game
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,India's invisible innovation,Nirmalya Kumar,"Informative, Fascinating",15:12,https://www.ted.com/talks/nirmalya_kumar_india_s_invisible_entrepreneurs
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Tour the solar system from home,Jon Nguyen,"Fascinating, Informative", 7:53,https://www.ted.com/talks/jon_nguyen_tour_the_solar_system_from_home
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,How to air-condition outdoor spaces,Wolfgang Kessling,"Informative, Ingenious",11:35,https://www.ted.com/talks/wolfgang_kessling_how_to_air_condition_outdoor_spaces
12,https://www.ted.com/talks?event=tedx&page=12&sort=newest,Lessons from death row inmates,David R. Dow,"Persuasive, Inspiring",18:16,https://www.ted.com/talks/david_r_dow_lessons_from_death_row_inmates
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,Women should represent women in media,Megan Kamerick,"Persuasive, Informative",10:31,https://www.ted.com/talks/megan_kamerick_women_should_represent_women_in_media
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,Pop an ollie and innovate!,Rodney Mullen,"Inspiring, Fascinating",18:19,https://www.ted.com/talks/rodney_mullen_pop_an_ollie_and_innovate
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,The myth of the gay agenda,LZ Granderson,"Inspiring, Funny",17:51,https://www.ted.com/talks/lz_granderson_the_myth_of_the_gay_agenda
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,A new way to diagnose autism,Ami Klin,"Informative, Fascinating",19:44,https://www.ted.com/talks/ami_klin_a_new_way_to_diagnose_autism
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,Will our kids be a different species?,Juan Enriquez,"Fascinating, Informative",16:48,https://www.ted.com/talks/juan_enriquez_will_our_kids_be_a_different_species
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,A new way to stop identity theft,David Birch,"Informative, Persuasive",17:03,https://www.ted.com/talks/david_birch_identity_without_a_name
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,ET is (probably) out there — get ready,Seth Shostak,"Inspiring, Informative",18:40,https://www.ted.com/talks/seth_shostak_et_is_probably_out_there_get_ready
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,What your designs say about you,Sebastian Deterding,"Inspiring, Persuasive",12:23,https://www.ted.com/talks/sebastian_deterding_what_your_designs_say_about_you
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,The attitudes that sparked Arab Spring,Dalia Mogahed,"Informative, Inspiring",14:32,https://www.ted.com/talks/dalia_mogahed_the_attitudes_that_sparked_arab_spring
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,Revealing the lost codex of Archimedes,William Noel,"Fascinating, Informative",14:53,https://www.ted.com/talks/william_noel_revealing_the_lost_codex_of_archimedes
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,4 lessons from robots about being human,Ken Goldberg,"Inspiring, Fascinating",17:09,https://www.ted.com/talks/ken_goldberg_4_lessons_from_robots_about_being_human
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,A reality check on renewables,David MacKay,"Informative, Persuasive",18:35,https://www.ted.com/talks/david_mackay_a_reality_check_on_renewables
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,HIV — how to fight an epidemic of bad laws,Shereen El-Feki,"Informative, Persuasive",15:28,https://www.ted.com/talks/shereen_el_feki_how_to_fight_an_epidemic_of_bad_laws
13,https://www.ted.com/talks?event=tedx&page=13&sort=newest,Religions and babies,Hans Rosling,"Informative, Fascinating",13:20,https://www.ted.com/talks/hans_rosling_religions_and_babies
